iter	Logloss
296	0.5389971542
297	0.5386823273
298	0.5381251907
299	0.5376856995
300	0.537408638
301	0.5371363068
302	0.5369280243
303	0.5366440582
304	0.5363549805
305	0.5360457611
306	0.5357820129
307	0.5355971527
308	0.5354183197
309	0.5349975967
310	0.5347507095
311	0.5342904663
312	0.5340151596
313	0.5338037109
314	0.5335030746
315	0.5333050537
316	0.5326133347
317	0.5323063278
318	0.5321406937
319	0.5317505646
320	0.5313761902
321	0.5312184143
322	0.5305426407
323	0.5303379059
324	0.5300458908
325	0.5297079468
326	0.5294410706
327	0.529341774
328	0.528967514
329	0.5287937164
330	0.5285128784
331	0.5280939102
332	0.5278012085
333	0.527700119
334	0.5275056839
335	0.5272807312
336	0.5269297791
337	0.5266658401
338	0.526504097
339	0.5261431503
340	0.525851593
341	0.5256564331
342	0.5254049301
343	0.5251670837
344	0.5248274994
345	0.5245284653
346	0.5242890167
347	0.5239190674
348	0.523547287
349	0.5232215881
350	0.5227842712
351	0.5225654602
352	0.5223711014
353	0.5221903992
354	0.5219774628
355	0.5214917374
356	0.5211985779
357	0.5210118484
358	0.5207366943
359	0.5202694702
360	0.5200485992
361	0.5197720337
362	0.5193811417
363	0.5192436981
364	0.5189473724
365	0.5185425568
366	0.5183972168
367	0.5179595947
368	0.5176266861
369	0.5173310852
370	0.5171663284
371	0.5168756104
372	0.5163234711
373	0.5160939026
374	0.5158043671
375	0.5156375122
376	0.5152823639
377	0.5151218414
378	0.5148831177
379	0.5146820831
380	0.5141329575
381	0.5138365936
382	0.5134595871
383	0.5130905914
384	0.512681427
385	0.5125020218
386	0.512325325
387	0.5120806122
388	0.5119171143
389	0.5115535355
390	0.5114251328
391	0.5110655212
392	0.5107311249
393	0.5103598022
394	0.5100209045
395	0.5098422241
396	0.5096172333
397	0.5093772888
398	0.5091436768
399	0.5088309097
400	0.5085260391
401	0.5081597137
402	0.5079060364
403	0.5074052811
404	0.5070535278
405	0.5066952515
406	0.5063169861
407	0.5059880829
408	0.5058611679
409	0.5055567169
410	0.5051859283
411	0.5050667572
412	0.5049180603
413	0.5045809937
414	0.5041811371
415	0.5040261841
416	0.5037291336
417	0.5035803986
418	0.5033518982
419	0.5031017685
420	0.5029255295
421	0.5025799561
422	0.5023047638
423	0.5021099472
424	0.5014674377
425	0.50133255
426	0.5010165787
427	0.5007987213
428	0.5003559875
429	0.5001691818
430	0.4999782562
431	0.4995571899
432	0.4993338394
433	0.4989926529
434	0.4987262726
435	0.4983773804
436	0.4979709244
437	0.4977544403
438	0.4974946213
439	0.4972236633
440	0.4968404007
441	0.4965887451
442	0.4963591766
443	0.4959901428
444	0.4955874634
445	0.495158844
446	0.4949520111
447	0.494669838
448	0.4945549011
449	0.4942642975
450	0.493927803
451	0.4936813354
452	0.4934283447
453	0.4930156326
454	0.4924710846
455	0.4922916412
456	0.4920046997
457	0.4918151855
458	0.4916025543
459	0.4914321518
460	0.4912154388
461	0.4910081482
462	0.4907592773
463	0.4905727005
464	0.49016922
465	0.4897242355
466	0.4894664001
467	0.4892847061
468	0.4889467621
469	0.4883269119
470	0.4879845428
471	0.4879315567
472	0.4877342224
473	0.4872716522
474	0.4868870544
475	0.4866575623
476	0.486393013
477	0.4859976959
478	0.4856735229
479	0.4854750061
480	0.4853167725
481	0.4851249695
482	0.4847885132
483	0.4846021271
484	0.4843995667
485	0.484080162
486	0.4836540985
487	0.4833744812
488	0.4830060577
489	0.4829141235
490	0.4827904892
491	0.482609024
492	0.4823440552
493	0.482182312
494	0.4818386841
495	0.4815765381
496	0.4813333893
497	0.4810738373
498	0.4807919312
499	0.4806171799
500	0.4804768372
501	0.4802163696
502	0.4797317886
503	0.4793959045
504	0.4792295456
505	0.4790096283
506	0.4786954498
507	0.4785988998
508	0.4782826233
509	0.4779572678
510	0.477830162
511	0.4776641083
512	0.4772639465
513	0.4770550537
514	0.4766960144
515	0.4765303802
516	0.4763251495
517	0.4761288452
518	0.4759633255
519	0.4756989288
520	0.4754833984
521	0.4752909851
522	0.4749921799
523	0.4748098755
524	0.4747040558
525	0.474536972
526	0.4742303467
527	0.4740126038
528	0.4737256622
529	0.4736226273
530	0.4735247803
531	0.4732239532
532	0.4728724289
533	0.472575264
534	0.4722893524
535	0.472146225
536	0.4718408203
537	0.471618042
538	0.4713341522
539	0.471129303
540	0.4707136536
541	0.4705138397
542	0.4704373932
543	0.470283165
544	0.469883728
545	0.4696525574
546	0.4692369461
547	0.4690568542
548	0.4688941956
549	0.4685602188
550	0.4683832932
551	0.4682254028
552	0.4680622101
553	0.4678675842
554	0.467719841
555	0.4672431946
556	0.4670622635
557	0.4667796707
558	0.4666175461
559	0.4663055801
560	0.4661778259
561	0.4659088516
562	0.4657717896
563	0.4655853653
564	0.4653444672
565	0.4649470901
566	0.4643638992
567	0.4638729858
568	0.4635231781
569	0.4633569336
570	0.4631956482
571	0.4630007935
572	0.4627460861
573	0.4625156784
574	0.4621719742
575	0.461930809
576	0.4616470718
577	0.4613703156
578	0.4612336731
579	0.460975914
580	0.4605624771
581	0.4601979828
582	0.4600566864
583	0.4596253967
584	0.4593096924
585	0.4590192413
586	0.458911972
587	0.4588010788
588	0.4583651733
589	0.4582326508
590	0.4580825043
591	0.4578655624
592	0.4576523972
593	0.4572214508
594	0.4568558502
595	0.4566415024
596	0.45651474
597	0.4562350845
598	0.4561856079
599	0.455735817
600	0.4555606842
601	0.4554281998
602	0.4553405762
603	0.4550218964
604	0.4549166107
605	0.4547350693
606	0.4545856476
607	0.4543125534
608	0.4540112305
609	0.4538807678
610	0.453367157
611	0.453189888
612	0.4530179977
613	0.4527813721
614	0.4524873734
615	0.4522360611
616	0.4520601654
617	0.4519605255
618	0.4517975998
619	0.4513446045
620	0.4511440659
621	0.4510061646
622	0.4508855057
623	0.450815239
624	0.4506190872
625	0.45044487
626	0.4502498245
627	0.4500402832
628	0.4498747253
629	0.4495835114
630	0.4492576981
631	0.4490115738
632	0.448864975
633	0.4487001801
634	0.4485386276
635	0.4483961487
636	0.4482492065
637	0.4480237579
638	0.4476937485
639	0.4473764038
640	0.4470991898
641	0.4469078827
642	0.4466791916
643	0.4463884354
644	0.4459768677
645	0.445796814
646	0.4456120682
647	0.4455009842
648	0.4453327179
649	0.4451656723
650	0.4448397064
651	0.4445258331
652	0.4441770172
653	0.4439442444
654	0.4438414764
655	0.4434910583
656	0.4433865738
657	0.4433242035
658	0.4429904175
659	0.4428788376
660	0.4427428818
661	0.4425002289
662	0.4421838379
663	0.4418626022
664	0.4414872742
665	0.4413191986
666	0.4412708664
667	0.4411572266
668	0.4408280563
669	0.4405842209
670	0.4403219223
671	0.4400989532
672	0.4400391388
673	0.4398002625
674	0.4396109772
675	0.4393128204
676	0.4391260529
677	0.4389370346
678	0.4385404968
679	0.438306427
680	0.4381092834
681	0.4376743317
682	0.4372805786
683	0.4372013855
684	0.436930809
685	0.4367801666
686	0.4366024399
687	0.4365140533
688	0.4363027191
689	0.4360860443
690	0.4359165955
691	0.4356783676
692	0.4354936981
693	0.4353791809
694	0.435027771
695	0.4348277283
696	0.4346009445
697	0.4344953156
698	0.434149704
699	0.4340267944
700	0.4336965942
701	0.4334116364
702	0.4332006073
703	0.4328786469
704	0.432615242
705	0.4323762512
706	0.4320818329
707	0.4317684937
708	0.4312833786
709	0.4310928345
710	0.4307439041
711	0.4305762863
712	0.4303482056
713	0.4302412415
714	0.4299287033
715	0.4296371078
716	0.4295032501
717	0.429292717
718	0.4290007401
719	0.4288191986
720	0.4285029602
721	0.4282508087
722	0.4280231476
723	0.4278380966
724	0.4277279663
725	0.4274895477
726	0.4272392654
727	0.4271520615
728	0.4268005371
729	0.4263664246
730	0.4260195923
731	0.4257942963
732	0.4254901123
733	0.4251809692
734	0.424905777
735	0.4247793579
736	0.4245552826
737	0.4242550659
738	0.4240380096
739	0.4239019775
740	0.4236026764
741	0.4233468628
742	0.4231375885
743	0.4229549408
744	0.422592926
745	0.4222615051
746	0.4221319962
747	0.4219787216
748	0.4218296814
749	0.421599617
750	0.4214284134
751	0.4212638855
752	0.4209730148
753	0.4206028748
754	0.4205317307
755	0.4201800537
756	0.4200334167
757	0.4198658752
758	0.41971138
759	0.4195640564
760	0.4193977356
761	0.4191756439
762	0.4189320755
763	0.4187310791
764	0.4185481644
765	0.4183743668
766	0.418102951
767	0.4177767181
768	0.4174377441
769	0.417339859
770	0.4171918488
771	0.4169379425
772	0.4166201782
773	0.41631073
774	0.4160723114
775	0.4158966064
776	0.4156200409
777	0.4154468536
778	0.4153068161
779	0.4150880432
780	0.4149030304
781	0.4147300339
782	0.4144845963
783	0.4142791748
784	0.4139887238
785	0.4138813782
786	0.413764267
787	0.413684082
788	0.4133912659
789	0.4131488037
790	0.4129195023
791	0.4127577972
792	0.4124515533
793	0.4122576523
794	0.4120166016
795	0.4117834473
796	0.4116038513
797	0.4114319992
798	0.4111758041
799	0.4109516144
800	0.4103913116
801	0.4101509094
802	0.4099539948
803	0.4097227097
804	0.4096038818
805	0.4093186951
806	0.4089763641
807	0.4087657166
808	0.4086146545
809	0.4082804108
810	0.4081003571
811	0.4078858948
812	0.4076728821
813	0.4073960495
814	0.4072756195
815	0.4072013474
816	0.4070276642
817	0.406888504
818	0.4066866302
819	0.4064864731
820	0.406089859
821	0.4058289337
822	0.405692215
823	0.4054790878
824	0.4052745819
825	0.4048737717
826	0.4046170425
827	0.4044488144
828	0.4042543793
829	0.404080162
830	0.4039514923
831	0.4037711334
832	0.4035308075
833	0.4033846283
834	0.4032048035
835	0.4030309296
836	0.4028123093
837	0.4026170731
838	0.4024506378
839	0.4021399689
840	0.4020079041
841	0.4018678665
842	0.401740303
843	0.4016033173
844	0.4014116287
845	0.4010974121
846	0.4007711029
847	0.4006710052
848	0.4004869461
849	0.400284996
850	0.4000749969
851	0.3998437881
852	0.3996126938
853	0.3993839264
854	0.3992066193
855	0.3989369202
856	0.3987445831
857	0.3986977386
858	0.3985437775
859	0.3981762695
860	0.397964592
861	0.397828064
862	0.3975470352
863	0.397355957
864	0.3972351837
865	0.3970586395
866	0.3967842865
867	0.3964682007
868	0.3962799072
869	0.3959436798
870	0.3958209991
871	0.3956941223
872	0.3955338669
873	0.3953566742
874	0.3950871277
875	0.3949262238
876	0.3946685791
877	0.3944433594
878	0.3942472076
879	0.3938988495
880	0.3936424255
881	0.3934222412
882	0.3931946564
883	0.3928964996
884	0.3925830078
885	0.3923552322
886	0.3921798706
887	0.3920161819
888	0.3918804169
889	0.391716156
890	0.3915690613
891	0.3913023376
892	0.3910530472
893	0.3908469391
894	0.3906795502
895	0.3905767822
896	0.3903328705
897	0.3901929474
898	0.3899656296
899	0.3896709061
900	0.389531517
901	0.3892634201
902	0.3890119934
903	0.3889077759
904	0.3887614822
905	0.3886738586
906	0.3884111786
907	0.3882471466
908	0.3880487061
909	0.3879285431
910	0.387790947
911	0.3876416779
912	0.3874932861
913	0.3873509216
914	0.3871560669
915	0.3869840622
916	0.3866585922
917	0.3863807678
918	0.3861204529
919	0.3860491943
920	0.3856350327
921	0.3853466797
922	0.3851127625
923	0.384887886
924	0.384748764
925	0.3845119476
926	0.3842819977
927	0.3840306091
928	0.3836915588
929	0.3834981155
930	0.3834380722
931	0.3832074738
932	0.3829489136
933	0.3826178741
934	0.3824531555
935	0.3822928619
936	0.382099762
937	0.3820068359
938	0.3818978119
939	0.3815333176
940	0.3814068604
941	0.3809996796
942	0.3808385468
943	0.3807577133
944	0.3803904343
945	0.3802507019
946	0.3801459122
947	0.3799356842
948	0.3797472763
949	0.3795161057
950	0.3794244385
951	0.3790395355
952	0.3788128662
953	0.3787438202
954	0.3785295486
955	0.3783763123
956	0.3782091141
957	0.377953186
958	0.3778137207
959	0.377703743
960	0.3775466919
961	0.3772754669
962	0.3770766449
963	0.3768881607
964	0.3767399597
965	0.3766765594
966	0.3765311813
967	0.3762201309
968	0.3760488892
969	0.3757893372
970	0.3755085754
971	0.3751916504
972	0.3748217773
973	0.3745483398
974	0.3742716217
975	0.374058075
976	0.3737208176
977	0.3736019516
978	0.3734401703
979	0.3733890915
980	0.3730660248
981	0.3729366302
982	0.372702446
983	0.3725550461
984	0.3724617386
985	0.3723200989
986	0.3722296906
987	0.3719607162
988	0.3718386078
989	0.3715509033
990	0.3713047028
991	0.3711302948
992	0.3708550262
993	0.3704808044
994	0.3702262878
995	0.3700969696
996	0.3698749542
997	0.3697450256
998	0.3696055603
999	0.3693710327
